Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\RuntimeEnvironment.cs,187,8,M:System.Management.ManagementObjectSearcher.#ctor(System.Management.ObjectQuery),,,,,"using (var searcher = new ManagementObjectSearcher(query))          {                foreach (var obj in searcher.Get())              {                  return (string)obj[""Caption""];              }          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\RuntimeEnvironment.cs,186,8,T:System.Management.SelectQuery,,,,,"var query = new SelectQuery(""Win32_OperatingSystem"", """", new[] { ""Caption"" });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\RuntimeEnvironment.cs,186,8,"M:System.Management.SelectQuery.#ctor(System.String,System.String,System.String[])",,,,,"var query = new SelectQuery(""Win32_OperatingSystem"", """", new[] { ""Caption"" });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\RuntimeEnvironment.cs,62,20,P:System.Environment.OSVersion,,,,,"_operatingSystemDescription = string.Format(System.Globalization.CultureInfo.CurrentCulture, ""{0} ({1})"", description, Environment.OSVersion);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\RuntimeEnvironment.cs,58,20,P:System.Environment.OSVersion,,,,,_operatingSystemDescription = Environment.OSVersion.ToString();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\LogConfigurationElement.cs,43,8,T:System.Configuration.ConfigurationUserLevel,,,,,"log4net.Config.XmlConfigurator.Configure(log4net.LogManager.GetRepository(Assembly.GetEntryAssembly()),              new FileInfo(ConfigurationManager.OpenExeConfiguration(ConfigurationUserLevel.None).FilePath));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\LogConfigurationElement.cs,43,8,T:System.Configuration.ConfigurationUserLevel,,,,,"log4net.Config.XmlConfigurator.Configure(log4net.LogManager.GetRepository(Assembly.GetEntryAssembly()),              new FileInfo(ConfigurationManager.OpenExeConfiguration(ConfigurationUserLevel.None).FilePath));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\LogConfigurationElement.cs,43,8,F:System.Configuration.ConfigurationUserLevel.None,,,,,"log4net.Config.XmlConfigurator.Configure(log4net.LogManager.GetRepository(Assembly.GetEntryAssembly()),              new FileInfo(ConfigurationManager.OpenExeConfiguration(ConfigurationUserLevel.None).FilePath));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\LogConfigurationElement.cs,43,8,T:System.Configuration.ConfigurationManager,,,,,"log4net.Config.XmlConfigurator.Configure(log4net.LogManager.GetRepository(Assembly.GetEntryAssembly()),              new FileInfo(ConfigurationManager.OpenExeConfiguration(ConfigurationUserLevel.None).FilePath));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\LogConfigurationElement.cs,43,8,T:System.Configuration.Configuration,,,,,"log4net.Config.XmlConfigurator.Configure(log4net.LogManager.GetRepository(Assembly.GetEntryAssembly()),              new FileInfo(ConfigurationManager.OpenExeConfiguration(ConfigurationUserLevel.None).FilePath));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\LogConfigurationElement.cs,43,8,M:System.Configuration.ConfigurationManager.OpenExeConfiguration(System.Configuration.ConfigurationUserLevel),,,,,"log4net.Config.XmlConfigurator.Configure(log4net.LogManager.GetRepository(Assembly.GetEntryAssembly()),              new FileInfo(ConfigurationManager.OpenExeConfiguration(ConfigurationUserLevel.None).FilePath));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\LogConfigurationElement.cs,43,8,P:System.Configuration.Configuration.FilePath,,,,,"log4net.Config.XmlConfigurator.Configure(log4net.LogManager.GetRepository(Assembly.GetEntryAssembly()),              new FileInfo(ConfigurationManager.OpenExeConfiguration(ConfigurationUserLevel.None).FilePath));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\LogConfigurationElement.cs,25,14,P:System.Configuration.ConfigurationElement.Item(System.String),,,,,"this[""directory""] = value;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\LogConfigurationElement.cs,24,14,P:System.Configuration.ConfigurationElement.Item(System.String),,,,,"return (string)this[""directory""];"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\LogConfigurationElement.cs,21,5,M:System.Configuration.ConfigurationPropertyAttribute.#ctor(System.String),,,,,"ConfigurationProperty(""directory"", DefaultValue = ""./log/"", IsRequired = false, IsKey = false)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\LogConfigurationElement.cs,21,5,T:System.Configuration.ConfigurationPropertyAttribute,,,,,"ConfigurationProperty(""directory"", DefaultValue = ""./log/"", IsRequired = false, IsKey = false)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\LogConfigurationElement.cs,10,39,M:System.Configuration.ConfigurationElement.#ctor,,,,,ConfigurationElement
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\LogConfigurationElement.cs,10,39,T:System.Configuration.ConfigurationElement,,,,,ConfigurationElement
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo\Ookii.Jumbo.csproj,File,Ookii.Jumbo\TcpServer.cs,133,16,P:System.Environment.OSVersion,,,,,if (Environment.OSVersion.Platform == PlatformID.Unix)                  {                      listener.Server.Shutdown(SocketShutdown.Both);                  }
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,252,8,T:System.Uri,,,,,"config.FileSystem.Url = rootPath == null ? new Uri(""file:///"") : new Uri(new Uri(""file:///""), rootPath);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,252,8,M:System.Uri.#ctor(System.String),,,,,"config.FileSystem.Url = rootPath == null ? new Uri(""file:///"") : new Uri(new Uri(""file:///""), rootPath);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,252,8,T:System.Uri,,,,,"config.FileSystem.Url = rootPath == null ? new Uri(""file:///"") : new Uri(new Uri(""file:///""), rootPath);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,252,8,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"config.FileSystem.Url = rootPath == null ? new Uri(""file:///"") : new Uri(new Uri(""file:///""), rootPath);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,252,8,T:System.Uri,,,,,"config.FileSystem.Url = rootPath == null ? new Uri(""file:///"") : new Uri(new Uri(""file:///""), rootPath);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,252,8,M:System.Uri.#ctor(System.String),,,,,"config.FileSystem.Url = rootPath == null ? new Uri(""file:///"") : new Uri(new Uri(""file:///""), rootPath);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,252,8,T:System.Uri,,,,,"config.FileSystem.Url = rootPath == null ? new Uri(""file:///"") : new Uri(new Uri(""file:///""), rootPath);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,51,12,T:System.Uri,,,,,_rootPath = System.IO.Path.GetFullPath(Uri.UnescapeDataString(configuration.FileSystem.Url.AbsolutePath));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,51,12,P:System.Uri.AbsolutePath,,,,,_rootPath = System.IO.Path.GetFullPath(Uri.UnescapeDataString(configuration.FileSystem.Url.AbsolutePath));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,51,12,T:System.Uri,,,,,_rootPath = System.IO.Path.GetFullPath(Uri.UnescapeDataString(configuration.FileSystem.Url.AbsolutePath));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,49,8,T:System.Uri,,,,,"if (configuration.FileSystem.Url.AbsolutePath != ""/"")          {              _rootPath = System.IO.Path.GetFullPath(Uri.UnescapeDataString(configuration.FileSystem.Url.AbsolutePath));          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,49,8,P:System.Uri.AbsolutePath,,,,,"if (configuration.FileSystem.Url.AbsolutePath != ""/"")          {              _rootPath = System.IO.Path.GetFullPath(Uri.UnescapeDataString(configuration.FileSystem.Url.AbsolutePath));          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,51,12,T:System.Uri,,,,,_rootPath = System.IO.Path.GetFullPath(Uri.UnescapeDataString(configuration.FileSystem.Url.AbsolutePath));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,51,12,P:System.Uri.AbsolutePath,,,,,_rootPath = System.IO.Path.GetFullPath(Uri.UnescapeDataString(configuration.FileSystem.Url.AbsolutePath));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,51,12,T:System.Uri,,,,,_rootPath = System.IO.Path.GetFullPath(Uri.UnescapeDataString(configuration.FileSystem.Url.AbsolutePath));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,49,8,T:System.Uri,,,,,"if (configuration.FileSystem.Url.AbsolutePath != ""/"")          {              _rootPath = System.IO.Path.GetFullPath(Uri.UnescapeDataString(configuration.FileSystem.Url.AbsolutePath));          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\LocalFileSystemClient.cs,49,8,P:System.Uri.AbsolutePath,,,,,"if (configuration.FileSystem.Url.AbsolutePath != ""/"")          {              _rootPath = System.IO.Path.GetFullPath(Uri.UnescapeDataString(configuration.FileSystem.Url.AbsolutePath));          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\DfsClient.cs,110,8,T:System.Uri,,,,,"return CreateNameServerClientInternal<INameServerHeartbeatProtocol>(config.FileSystem.Url.Host, config.FileSystem.Url.Port);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\DfsClient.cs,110,8,T:System.Uri,,,,,"return CreateNameServerClientInternal<INameServerHeartbeatProtocol>(config.FileSystem.Url.Host, config.FileSystem.Url.Port);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\DfsClient.cs,86,8,T:System.Uri,,,,,"return CreateNameServerClientInternal<INameServerClientProtocol>(config.FileSystem.Url.Host, config.FileSystem.Url.Port);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\DfsClient.cs,86,8,T:System.Uri,,,,,"return CreateNameServerClientInternal<INameServerClientProtocol>(config.FileSystem.Url.Host, config.FileSystem.Url.Port);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\JumboFileSystemEntry.cs,49,8,M:System.IO.BinaryReader.ReadString,,,,,_name = reader.ReadString();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\JumboFileSystemEntry.cs,48,8,M:System.IO.BinaryReader.ReadString,,,,,_fullPath = reader.ReadString();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\JumboFileSystemEntry.cs,49,8,M:System.IO.BinaryReader.ReadString,,,,,_name = reader.ReadString();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\JumboFileSystemEntry.cs,48,8,M:System.IO.BinaryReader.ReadString,,,,,_fullPath = reader.ReadString();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\FileSystemClient.cs,100,12,T:System.Uri,,,,,var type = _fileSystemTypes[configuration.FileSystem.Url.Scheme];
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\FileSystemClient.cs,94,13,T:System.Uri,,,,,"if (configuration.FileSystem.Url.Scheme == ""jdfs"")          {              return new DfsClient(configuration);          }          else          {              var type = _fileSystemTypes[configuration.FileSystem.Url.Scheme];                return (FileSystemClient)Activator.CreateInstance(type, configuration)!;          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystem\FileSystemClient.cs,90,8,T:System.Uri,,,,,"if (configuration.FileSystem.Url.Scheme == ""file"")          {              return new LocalFileSystemClient(configuration);          }          else if (configuration.FileSystem.Url.Scheme == ""jdfs"")          {              return new DfsClient(configuration);          }          else          {              var type = _fileSystemTypes[configuration.FileSystem.Url.Scheme];                return (FileSystemClient)Activator.CreateInstance(type, configuration)!;          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,84,4,T:System.Configuration.Configuration,,,,,public static DfsConfiguration GetConfiguration(Configuration configuration)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,87,8,T:System.Configuration.ConfigurationSection,,,,,"var config = (DfsConfiguration)configuration.GetSection(""ookii.jumbo.dfs"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,87,8,M:System.Configuration.Configuration.GetSection(System.String),,,,,"var config = (DfsConfiguration)configuration.GetSection(""ookii.jumbo.dfs"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,72,8,T:System.Configuration.ConfigurationManager,,,,,"var config = (DfsConfiguration)ConfigurationManager.GetSection(""ookii.jumbo.dfs"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,72,8,M:System.Configuration.ConfigurationManager.GetSection(System.String),,,,,"var config = (DfsConfiguration)ConfigurationManager.GetSection(""ookii.jumbo.dfs"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,62,14,P:System.Configuration.ConfigurationElement.Item(System.String),,,,,"return (ChecksumConfigurationElement)this[""checksum""];"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,59,5,M:System.Configuration.ConfigurationPropertyAttribute.#ctor(System.String),,,,,"ConfigurationProperty(""checksum"", IsRequired = false, IsKey = false)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,59,5,T:System.Configuration.ConfigurationPropertyAttribute,,,,,"ConfigurationProperty(""checksum"", IsRequired = false, IsKey = false)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,50,14,P:System.Configuration.ConfigurationElement.Item(System.String),,,,,"return (DataServerConfigurationElement)this[""dataServer""];"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,47,5,M:System.Configuration.ConfigurationPropertyAttribute.#ctor(System.String),,,,,"ConfigurationProperty(""dataServer"", IsRequired = false, IsKey = false)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,47,5,T:System.Configuration.ConfigurationPropertyAttribute,,,,,"ConfigurationProperty(""dataServer"", IsRequired = false, IsKey = false)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,38,14,P:System.Configuration.ConfigurationElement.Item(System.String),,,,,"return (NameServerConfigurationElement)this[""nameServer""];"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,35,5,M:System.Configuration.ConfigurationPropertyAttribute.#ctor(System.String),,,,,"ConfigurationProperty(""nameServer"", IsRequired = false, IsKey = false)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,35,5,T:System.Configuration.ConfigurationPropertyAttribute,,,,,"ConfigurationProperty(""nameServer"", IsRequired = false, IsKey = false)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,26,14,P:System.Configuration.ConfigurationElement.Item(System.String),,,,,"return (FileSystemConfigurationElement)this[""fileSystem""];"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,23,5,M:System.Configuration.ConfigurationPropertyAttribute.#ctor(System.String),,,,,"ConfigurationProperty(""fileSystem"", IsRequired = false, IsKey = false)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,23,5,T:System.Configuration.ConfigurationPropertyAttribute,,,,,"ConfigurationProperty(""fileSystem"", IsRequired = false, IsKey = false)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,15,32,M:System.Configuration.ConfigurationSection.#ctor,,,,,ConfigurationSection
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\DfsConfiguration.cs,15,32,T:System.Configuration.ConfigurationSection,,,,,ConfigurationSection
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\ChecksumConfigurationElement.cs,24,14,P:System.Configuration.ConfigurationElement.Item(System.String),,,,,"this[""enabled""] = value;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\ChecksumConfigurationElement.cs,23,14,P:System.Configuration.ConfigurationElement.Item(System.String),,,,,"return (bool)this[""enabled""];"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\ChecksumConfigurationElement.cs,20,5,M:System.Configuration.ConfigurationPropertyAttribute.#ctor(System.String),,,,,"ConfigurationProperty(""enabled"", DefaultValue = true, IsRequired = false, IsKey = false)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\ChecksumConfigurationElement.cs,20,5,T:System.Configuration.ConfigurationPropertyAttribute,,,,,"ConfigurationProperty(""enabled"", DefaultValue = true, IsRequired = false, IsKey = false)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\ChecksumConfigurationElement.cs,8,44,M:System.Configuration.ConfigurationElement.#ctor,,,,,ConfigurationElement
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\ChecksumConfigurationElement.cs,8,44,T:System.Configuration.ConfigurationElement,,,,,ConfigurationElement
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystemConfigurationElement.cs,26,8,T:System.Uri,,,,,"set { this[""url""] = value; }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystemConfigurationElement.cs,26,14,P:System.Configuration.ConfigurationElement.Item(System.String),,,,,"this[""url""] = value;"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystemConfigurationElement.cs,25,8,T:System.Uri,,,,,"get { return (Uri)this[""url""]; }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystemConfigurationElement.cs,25,14,P:System.Configuration.ConfigurationElement.Item(System.String),,,,,"return (Uri)this[""url""];"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystemConfigurationElement.cs,22,5,M:System.Configuration.ConfigurationPropertyAttribute.#ctor(System.String),,,,,"ConfigurationProperty(""url"", DefaultValue = ""jdfs://localhost:9000"", IsRequired = false, IsKey = false)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystemConfigurationElement.cs,22,5,T:System.Configuration.ConfigurationPropertyAttribute,,,,,"ConfigurationProperty(""url"", DefaultValue = ""jdfs://localhost:9000"", IsRequired = false, IsKey = false)"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystemConfigurationElement.cs,22,4,T:System.Uri,,,,,public Uri Url
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystemConfigurationElement.cs,8,46,M:System.Configuration.ConfigurationElement.#ctor,,,,,ConfigurationElement
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Ookii.Jumbo.Dfs\Ookii.Jumbo.Dfs.csproj,File,Ookii.Jumbo.Dfs\FileSystemConfigurationElement.cs,8,46,T:System.Configuration.ConfigurationElement,,,,,ConfigurationElement
